guid,id,name,Platform,Rating,Score,Action,Platformer,Puzzle,First-Person Shooter,Driving/Racing,Vehicular Combat,Shooter,Fighting,Adventure,Role-Playing,Action-Adventure,Shoot 'Em Up,Brawler,Wrestling,Compilation,Strategy,Simulation,Sports,Flight Simulator,Music/Rhythm,Baseball,Card Game,Trivia/Board Game,Football,Dual-Joystick Shooter,Golf,Real-Time Strategy,MMORPG,Tennis,Text Adventure,Soccer,Light-Gun Shooter,Billiards,Block-Breaking,Pinball,MOBA,Bowling,Snowboarding/Skiing,Basketball,Skateboarding,Educational,Minigame Collection,Cricket,Hockey,Fishing,Gambling,Surfing,Boxing,Fitness,Track & Field
3030-62452,62452,DragoDino,Switch,,,,Yes,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-62455,62455,Epic Loon,Switch,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-62473,62473,kuso,Switch,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-62477,62477,Wilmot's Warehouse,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-62500,62500,Korg Gadget,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-62501,62501,Brief Battles,Switch,E10+,,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-62504,62504,Old School Musical,Switch,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-62510,62510,Death Coming,Switch,T,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-62514,62514,The Legend of Heroes: Trails of Cold Steel IV,Switch,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-62541,62541,OPUS: Rocket of Whispers,Switch,E10+,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-62621,62621,RXN: Raijin,Switch,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-62634,62634,Gear.Club Unlimited,Switch,E,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-62648,62648,Kid Tripp,Switch,E,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-62668,62668,Hollow,Switch,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-62682,62682,2 Hits Pack: Sonic Forces/Puyo Puyo Tetris,Switch,,,,Yes,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-62693,62693,Valkyria Chronicles 4,Switch,T,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-62709,62709,Blazing Beaks,Switch,E10+,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-62737,62737,Super Hyperactive Ninja,Switch,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-62740,62740,Ash of Gods: Redemption,Switch,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-62744,62744,Golem Gates,Switch,E10+,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
3030-62945,62945,Sid Meier's Civilization VI: Rise & Fall,Switch,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-62951,62951,Yōdanji,Switch,,,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-62972,62972,The Forbidden Arts,Switch,E10+,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-62976,62976,Octogeddon,Switch,E10+,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-62981,62981,ACORN Tactics,Switch,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63006,63006,WorldEnd Syndrome,Switch,M,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63022,63022,Spectrum,Switch,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63033,63033,My Hero One's Justice,Switch,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63036,63036,Mega Man 11,Switch,E10+,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63037,63037,Manufactured Beauty,Switch,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63038,63038,War Theatre,Switch,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63039,63039,SkullPirates,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63051,63051,Winning Post 8 2018,Switch,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63057,63057,Puzzle Box,Switch,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63061,63061,Bridge Constructor Portal,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63075,63075,Titan Quest: Anniversary Edition,Switch,T,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63080,63080,Robbie Swifthand and the Orb of Mysteries,Switch,E10+,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63119,63119,Bayonetta 3,Switch,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63123,63123,Mecho Tales,Switch,E10+,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63124,63124,Dragon Fang Z: The Rose & Dungeon of Time,Switch,E10+,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63150,63150,Street Fighter 30th Anniversary Collection,Switch,T,,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63166,63166,Metropolis: Lux Obscura,Switch,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63236,63236,The Adventures of Elena Temple,Switch,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63250,63250,Pic-a-Pix Color,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63251,63251,Gelly Break,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63306,63306,AGARTHA,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63408,63408,Harvest Life,Switch,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63411,63411,Samsara,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63413,63413,Adventure Time: Pirates of the Enchiridion,Switch,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63442,63442,Farmer's Dynasty,Switch,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63499,63499,Tactical Mind,Switch,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63502,63502,"Bury me, my Love",Switch,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63507,63507,Sleep Tight,Switch,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63510,63510,Kimi no Hitomi ni Hit Me,Switch,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63563,63563,Bud Spencer & Terence Hill: Slaps and Beans,Switch,,,Yes,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63769,63769,Animus - Stand Alone,Switch,T,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63783,63783,Catherine: Full Body,Switch,,,Yes,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63823,63823,Fruit Fall Crush,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63846,63846,The Banner Saga 3,Switch,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-63862,63862,Vegas Party,Switch,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,
3030-64088,64088,Vesta,Switch,E,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-64100,64100,Another Eden,Switch,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-64101,64101,Door Kickers: Action Squad,Switch,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-64105,64105,Sigi - A Fart for Melusina,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-64267,64267,Kaiji: Zetsubō no Tekkotsu Watari,Switch,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-64268,64268,Crazy Chicken Strikes Back,Switch,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-64327,64327,Bombfest,Switch,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-64328,64328,Sand is the Soul,Switch,,,Yes,Yes,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-64402,64402,Shadow of Loot Box,Switch,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-64411,64411,Energy Invasion,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-64421,64421,Mercenaries Saga Chronicles,Switch,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-64436,64436,World of Horror,Switch,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-64513,64513,Iro Hero,Switch,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-64574,64574,Magic Nations,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-64662,64662,Hitchhiker,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-64724,64724,Asonde Shogi ga Tsuyoku-naru! Ginsei Shogi DX,Switch,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-64822,64822,Bad North,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
3030-64843,64843,Mineko's Night Market,Switch,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-64845,64845,The Messenger,Switch,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-64849,64849,Kenshō,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-64852,64852,Omensight,Switch,T,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-64912,64912,Masters of Anima,Switch,,,,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-64951,64951,Mario Tennis Aces,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
3030-64952,64952,SNK Heroines Tag Team Frenzy,Switch,T,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65014,65014,Yume Nikki: Dream Diary,Switch,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65031,65031,Unworthy,Switch,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65043,65043,The Lord of the Rings: Adventure Card Game,Switch,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65053,65053,Fishing: Barents Sea,Switch,E,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65169,65169,Karaoke Joysound,Switch,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65196,65196,"Warhammer 40,000: Deathwatch - Tyranid Invasion",Switch,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65260,65260,Akatsuki no Eiyuu: Breakers,Switch,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65268,65268,Rally Racers,Switch,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65271,65271,JOLT Family Robot Racer,Switch,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65296,65296,Technosphere,Switch,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65354,65354,Deru,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65364,65364,Scribblenauts Showdown,Switch,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65394,65394,Ambition of the Slimes,Switch,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65395,65395,Spacejacked,Switch,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65405,65405,Phil's Epic Fill-a-Pix Adventure,Switch,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65427,65427,Two Point Hospital,Switch,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65429,65429,Nintendo Labo Toy-Con 01: Variety Kit,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,
3030-65430,65430,Nintendo Labo Toy-Con 02: Robot Kit,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65434,65434,Full Metal Furies,Switch,E10+,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65435,65435,Blasphemous,Switch,M,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65461,65461,Musynx,Switch,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65500,65500,Pipe Push Paradise,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65501,65501,Ascendant Hearts,Switch,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65523,65523,Battery Jam,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65531,65531,Clouds & Sheep 2,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65535,65535,Qbik,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65536,65536,Island Flight Simulator,Switch,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65550,65550,Last Encounter,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65551,65551,Boom Ball 3 for Kinect,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65553,65553,Paladin,Switch,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65554,65554,Your Toy,Switch,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65590,65590,My Big Sister,Switch,T,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65593,65593,Chicken Range,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65627,65627,Mahjong,Switch,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65636,65636,Super One More Jump,Switch,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65656,65656,Unknown Fate,Switch,T,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65671,65671,Unlucky Seven,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65703,65703,Super Cane Magic Zero,Switch,E10+,,Yes,,Yes,,,,,,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65705,65705,Earthlock,Switch,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65713,65713,Body of Evidence,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65717,65717,Warlocks 2: God Slayers,Switch,T,,Yes,Yes,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65756,65756,Tennis,Switch,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65758,65758,7 Billion Humans,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65783,65783,Noir Chronicles: City of Crime,Switch,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65792,65792,Abyssrium,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65869,65869,"Guns, Gore and Cannoli 2",Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65902,65902,"Destiny's Princess: A War Story, A Love Story",Switch,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65968,65968,Slam Land,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65969,65969,Treadnauts,Switch,,,,Yes,,,,Yes,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65986,65986,Super Robot Wars X,Switch,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65989,65989,Black Hole,Switch,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-65999,65999,Dig Dog,Switch,E,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66051,66051,Milanoir,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66053,66053,This Is the Police 2,Switch,,,,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66100,66100,Soi Kano: Gyutto Dakishimete,Switch,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66175,66175,Sling Ming,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66214,66214,Yomi wo Saku Hana,Switch,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66231,66231,Dragon Sinker: Descendants of Legend,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66250,66250,Fox n Forests,Switch,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66256,66256,Oumori Charisou DX,Switch,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66260,66260,Event Horizon,Switch,E10+,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66276,66276,The Padre,Switch,T,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66282,66282,Premium Pool Arena,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,
3030-66283,66283,Pool Billiard,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,
3030-66320,66320,Guilt Battle Arena,Switch,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66439,66439,Nippon Marathon,Switch,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66441,66441,Florence,Switch,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66450,66450,Escape Trick: 35 Fateful Enigmas,Switch,T,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66452,66452,Galaxy on Fire 3 - Manticore,Switch,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66455,66455,Superola and the Lost Burgers,Switch,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66456,66456,Membrane,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66478,66478,Danger Mouse: The Danger Games,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,
3030-66502,66502,NoReload Heroes,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66519,66519,Jang-Navi Mahjong Online,Switch,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66528,66528,Super Real Mahjong PVI,Switch,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66529,66529,Stay,Switch,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66547,66547,Cycle 28,Switch,E10+,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66561,66561,Urban Trial Playground,Switch,E,,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66580,66580,Heroic Episode,Switch,E,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66582,66582,Farm Together,Switch,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66587,66587,North,Switch,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66591,66591,The Liar Princess and the Blind Prince,Switch,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66592,66592,The Packet Queen,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66595,66595,Never Again,Switch,T,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66596,66596,Shift Quantum,Switch,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66602,66602,Bird Game,Switch,E,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-66654,66654,Newt One,Switch,E,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
